HCP_Id__c,Name,Item_Code__c,Version__c,Is_Active__c,Kind__c,Job_Type__c,Service_Type__c,Category__c,Description__c,Unit_of_Measure__c,Default_Quantity__c,Labor_Price__c,Labor_Cost__c,Material_Price__c,Material_Cost__c,Taxable__c,Client__c
olit_7cafe0d146ac48bfac373a5eada632ac,DISPATCH MAN HOURS,SVC-SOLAR-0033,1,false,Labor,Solar,Repair,Service Call,,Each,1,0,,,,false,a1W7y000007AszBEAS
olit_56d69d107a3e496fa3797970130bc4e7,TRAVEL ADDER -AES,SVC-SOLAR-0034,1,true,Fee,Solar,Repair,Service Call,,Each,1,75,,,,false,a1W7y000007AszBEAS
olit_e7c7ea779d634efb88d868328eaab885,SERVICE CHARGE,SVC-SOLAR-0035,1,true,Fee,Solar,Repair,Service Call,,Each,1,25,,,,false,a1W7y000007AszBEAS
olit_344b0ad2fd88401080785d5f7a25c291,Removal/Reinstall,SVC-SOLAR-0036,1,true,Labor,Solar,Repair,Quoted Work,Remove existing (43) solar modules and associated racking components as well as all standoffs/flashings for all (43) modules being removed. Store solar modules and related racking material  onsite.   Upon completion of roof repairs Harmon will return and reinstall solar modules using stored racking material and components along with NEW standoffs/flashings. -by accepting the proposal you agree to our terms and conditions sent via clickable link,Each,1,7955,,,,false,a1W7y000007AszBEAS
olit_f7651725a60f448184c2a60c69ad14c5,ChargePoint Dispatch,SVC-EV-0003,1,true,Labor,EV,Repair,Service Call,,Each,1,100,,,,false,a1W7y000007AszBEAS
olit_7499d9a5dac54c7f980a6f110a867faf,CT4 INTERPOSER CAP REPLACEMENT,SVC-EV-0004,1,true,Labor,EV,Repair,EV Charger,,Each,1,85.5,,,,false,a1W7y000007AszBEAS
olit_6c80a00f7fbf4eab9c2e50d0a6887e66,CT4 POWER PLATE REPLACEMENT,SVC-EV-0005,1,true,Labor,EV,Repair,EV Charger,,Each,1,110,,,,false,a1W7y000007AszBEAS
olit_6167d85ba108448d91c0588b2cdc23e0,Additional Labor,SVC-SOLAR-0037,1,true,Labor,Solar,Repair,Service Call,,Each,1,100,,,,false,a1W7y000007AszBEAS
olit_f7efc66da4674f63b020eab44a54c36e,Solar - system inspection,SVC-SOLAR-0038,1,true,Labor,Solar,Repair,Inspection,,Each,1,350,,,,false,a1W7y000007AszBEAS
olit_786be0e225504ea6ac37425f822a8c12,Labor - Install Disconnect - 1 tech,SVC-SOLAR-0039,1,true,Labor,Solar,Repair,Service Call,,Each,1,550,,,,false,a1W7y000007AszBEAS
olit_bc6eb8e47d6d444f80f3951bd1516cdb,Premium Bird Proofing Package,SVC-SOLAR-0040,1,true,Labor,Solar,Repair,Cleaning,"Premium Bird-Proofing Package
**Professional solar panel cleaning: We include a full solar cleaning to maximize system efficiency and improve energy output.

**Premium bird guards: Custom-fitted galvanized steel mesh with PVC coating prevents rust, corrosion, and any bird or rodent re-entry.

**Durable mounting system: Guards are fastened using stainless steel J-hooks with locking washers and stainless steel, all-weather zip ties for long-lasting protection",Each,1,1200,,,,false,a1W7y000007AszBEAS
olit_c7cf60ea13164de7875f02ebf9bc57d9,EV - O&M Inpsection,SVC-EV-0006,1,true,Labor,EV,Repair,Inspection,,Each,1,250,,,,false,a1W7y000007AszBEAS
olit_0dbb9b079e2646be88deb092f21accad,Monitor Plan,SVC-SOLAR-0041,1,true,Fee,Solar,Installation,Service Plan,"Our Monitor Plan provides continuous tracking of your solar energy system's performance. Stay informed with real-time alerts and detailed reports, ensuring efficiency and maximizing savings. Enjoy peace of mind knowing your system is always optimized.

Proactive Monitoring
Remote Troubleshooting (no extra charge)
Priority Scheduling
Discounted Full System Inspection
10% off repairs
5% off add-on equipment",Each,1,8.99,5,,,false,a1W7y000007AszBEAS
olit_53266f5ab50947209441b76ce9902a3a,QUOTED O&M,SVC-SOLAR-0042,1,true,Labor,Solar,Repair,Quoted Work,,Each,1,2240,,,,false,a1W7y000007AszBEAS
olit_e2dd4c7712ce4399b1b2b04e7ba1d338,APS Quoted Cost,SVC-GEN-0003,1,true,Labor,,Repair,Quoted Work,,Each,1,5815,,,,false,a1W7y000007AszBEAS
olit_6758c578024044bb9f47d50e0e0e3100,Maintain Plan,SVC-SOLAR-0043,1,true,Fee,Solar,Installation,Service Plan,"Our Maintain Plan ensures your solar and energy systems operate at peak performance year-round. System checks help prevent issues, maximize efficiency, and extend equipment life — protecting your investment and saving you money

Includes
Annual Tune-Up at month 11
Hardware and visual inspection
Preventive maintenance to keep your system performing at its best
Proactive Monitoring
Remote Troubleshooting (no extra charge)
Priority Scheduling
Discounted Full System Inspection
10% off repairs
5% off add-on equipment",Each,1,19.99,,,,false,a1W7y000007AszBEAS
olit_c037acf160c9405abd405771cdb55eaa,Clean Plan,SVC-SOLAR-0044,1,true,Fee,Solar,Installation,Service Plan,"Keep your solar panels performing at their best with our Protect Plan — Clean service. Regular professional cleaning removes dirt and debris, ensuring maximum energy output, extending panel life, and protecting your investment in clean, efficient energy.

Professional panel wash included during your annual month 11 visit. (Up to 40 panels included)
Annual Tune-Up at month 11
Hardware and visual inspection
Preventive maintenance to keep your system performing at its best
Proactive Monitoring
Remote Troubleshooting (no extra charge)
Priority Scheduling
Discounted Full System Inspection
10% off repairs
5% off add-on equipment",Each,1,39.99,,,,false,a1W7y000007AszBEAS
olit_3eec03536e6e4504884c259b4a2854d6,Protect Plan,SVC-SOLAR-0045,1,true,Fee,Solar,Installation,Service Plan,"Our Protect Plan provides priority service and expert repairs for your solar and energy systems. Enjoy peace of mind with fast response times, system health checks, and preventative maintenance — maximizing efficiency, reliability, and long-term savings.

Includes
$0 labor on covered repair visits
$0 parts on covered system failures under normal operating conditions
Proactive Monitoring
Remote Troubleshooting
Priority Scheduling
$50 off inspections (for non-covered issues)
10% off non-covered repairs
5% off add-on equipment
Annual Tune-Up at month 11*",Each,1,39.99,,,,false,a1W7y000007AszBEAS
olit_47e78a1a4b834f8e86c786d1d329830c,Permit and Design,SVC-SOLAR-0046,1,true,Fee,Solar,Installation,Permit & Design,Permit and Design,Each,1,750,590,,,false,a1W7y000007AszBEAS
olit_231d6e6c3c2a4f1eaaadfc6c86a55e6d,Omnidian Standard Truck Roll,SVC-EV-0007,1,true,Labor,EV,Repair,Service Call,,Each,1,300,,,,false,a1W7y000007AszBEAS
olit_626d0d0390d34a0981e01e11c3749cf6,Labor - Inverter installation,SVC-SOLAR-0047,1,true,Labor,Solar,Repair,Service Call,,Each,1,455,,,,false,a1W7y000007AszBEAS
olit_563ce6543fa946ebbaa08b48fd186e57,Inverter Disposal,SVC-SOLAR-0048,1,true,Fee,Solar,Repair,Disposal,,Each,1,30,,,,false,a1W7y000007AszBEAS
olit_a27f6763019b4a56a3f784fe51987999,Spruce - 101-AZ,SVC-SOLAR-0049,1,true,Labor,Solar,Repair,Solar Repair,,Each,1,391,,,,false,a1W7y000007AszBEAS
olit_e8498d813bc24b9ba05dc87ae59a85e1,Tesla -RMA,SVC-EV-0008,1,false,Labor,EV,Repair,RMA,,Each,1,0,,,,false,a1W7y000007AszBEAS
olit_8ff03e55031c4c3391c25fa78a989f6f,Additional Labor - EV,SVC-EV-0009,1,true,Labor,EV,Repair,Service Call,,Each,1,90,,,,false,a1W7y000007AszBEAS
olit_8574908d042b434ea33b36e56d011471,Disposal - Solar Panel,SVC-SOLAR-0050,1,true,Fee,Solar,Repair,Disposal,,Each,1,15,,,,false,a1W7y000007AszBEAS
olit_dc2e7ba268874e0fa9e2f35ef9bd1ce8,QUOTED BATTERY REMOVAL,SVC-SOLAR-0051,1,true,Labor,Solar,Repair,Quoted Work,,Each,1,5815,,,,false,a1W7y000007AszBEAS
olit_ecf8e154f53d48988ead1c3fc1e5885a,SMA RMA,SVC-SOLAR-0052,1,true,Labor,Solar,Repair,RMA,,Each,1,150,,,,false,a1W7y000007AszBEAS
olit_a90dfbeaf3e542b3b6e8cbbe7157c728,Disposal - EV charger,SVC-EV-0010,1,true,Fee,EV,,EV Charger,,Each,1,100,,,,false,a1W7y000007AszBEAS
olit_4fa2669148f9448daa68f35671de1e21,Rip and Replace -EV Charger Per Port,SVC-EV-0011,1,true,Labor,EV,,EV Charger,"Removal of the existing EV charger at each port and installation of a new, upgraded unit. This service ensures safe, reliable charging for your electric vehicle with the latest technology, improving performance and meeting current safety standards.",Each,1,750,,,,false,a1W7y000007AszBEAS
olit_e7d8a313b98244428d413214412fd751,Fronius - RMA,SVC-SOLAR-0053,1,true,Labor,Solar,Repair,RMA,,Each,1,150,,,,false,a1W7y000007AszBEAS
olit_86477c4321b5472d8739cf1a25022e1e,Sunrun - Inverter (unlike),SVC-SOLAR-0054,1,true,Labor,Solar,Repair,Inverter,,Each,1,550,,,,false,a1W7y000007AszBEAS
olit_631433c416b6482fa7ff8feafe4fe061,APS - EV SERVICE CALL,SVC-EV-0012,1,false,Labor,EV,,EV Charger,,Each,1,0,,,,false,a1W7y000007AszBEAS
olit_4ea85d034f4d44f49b7cfeed9d751d87,CT4 Latch replacement,SVC-EV-0013,1,true,Labor,EV,Repair,EV Charger,,Each,1,125,,,,false,a1W7y000007AszBEAS
olit_adb08c7bf3334cb183b1d51227adb9f4,CT4 Head Replacement,SVC-EV-0014,1,true,Labor,EV,Repair,EV Charger,,Each,1,110,,,,false,a1W7y000007AszBEAS
olit_575146d8f16c473d849b232785d6facd,106-AZ,SVC-EV-0015,1,true,Labor,EV,Repair,EV Charger,,Each,1,391,,,,false,a1W7y000007AszBEAS
olit_4ec0472fa3bb41309f8da580e49c16ca,Spruce - CATM1 meter,SVC-SOLAR-0055,1,true,Labor,Solar,Repair,Monitoring,,Each,1,448.09,,,,false,a1W7y000007AszBEAS
olit_3c7025b83d0040479abcf479cd35f593,Meter can /Wire,SVC-SOLAR-0056,1,true,Labor,Solar,Repair,Monitoring,,Each,1,155,,,,false,a1W7y000007AszBEAS
olit_f04648773f474f5c8ffaa9c9dd70d719,Removal/Reinstall,SVC-SOLAR-0057,1,false,Labor,Solar,Repair,Quoted Work,"Remove existing (58) solar modules and associated racking components as well as all standoffs/flashings for all (58) modules being removed. Store solar modules and related racking material  onsite.   Upon completion of roof repairs Harmon will return and reinstall solar modules using stored racking material and components along with NEW standoffs/flashings.

Included Components in Both Options:
- Labor to remove and reinstall solar system using existing components/hardware
- Solar modules grounding as needed for proper reinstallation

Excluded Items
- Additional racking/attachment hardware 
- lift rental if 2 story with no 1st story access. 
- Any structural modifications needed
-Additional bird debris clean up
- Any additional issues or damage to the system not caused by Harmon found after removal occurs.
- Any modifications made to the system after original installation i.e. bird blocking 
	
Payment terms:  50% Deposit due upon scheduling.  Balance is due at completion.  For your convenience we can take VISA/MC/AMEX for deposit, keep the card on file in a secure location and charge the balance upon completion.  Credit Card info will be shredded upon completion.",Each,1,0,,,,false,a1W7y000007AszBEAS
pbmat_747f64c161204c5f92bbbaf6f893fdb8,Wire nuts,MAT-MISC-0001,1,true,Material,,,Materials,,Each,1,,,25,,true,a1W7y000007AszBEAS
pbmat_28967762dc1b4b4fb0b73ab34b1f185b,Miscellaneous Materials,MAT-MISC-0002,1,false,Material,,,Materials,,Each,1,,,0,,false,a1W7y000007AszBEAS
pbmat_7d9416c38bc744d8b3f50f40fe9b9375,Roofing Materials,MAT-MISC-0003,1,false,Material,,,Materials,Taxable materials for roof repair,Each,1,,,0,,true,a1W7y000007AszBEAS
pbmat_2d29b269fa3b48cc92a99dfab8cfd812,Fronius Gen 24 10.kW inverter,MAT-INV-0001,1,true,Material,Solar,,Inverter,,Each,1,,,3200,,false,a1W7y000007AszBEAS
pbmat_ad9f47b29ed948148c975cfb17ac68f2,Kyocera solar panel,MAT-PNL-0001,1,true,Material,Solar,,Panel,,Each,1,,,100,52,false,a1W7y000007AszBEAS
pbmat_2b6d7d63f9c04f22be2b42b8851c184b,Envoy,MAT-MON-0001,1,true,Material,Solar,,Monitoring,Envoy S with Cell kit,Each,1,,,1550,860.46,false,a1W7y000007AszBEAS
pbmat_fa40c78aead14fbc90f798f94348e62d,Mids/Ends,MAT-MISC-0004,1,true,Material,,,Materials,,Each,1,,,15,,false,a1W7y000007AszBEAS
pbmat_20a0c5bf802e48089df8039863ff457a,Solar Panel,MAT-MISC-0005,1,true,Material,,,Materials,REC295W,Each,1,,,225,,false,a1W7y000007AszBEAS
pbmat_249dbbc6b84d4bd980def3520f2d6fff,ABB A145-30-11-84 - AC CONTACTOR,MAT-MISC-0006,1,true,Material,,,Materials,,Each,1,,,561.31,509.37,false,a1W7y000007AszBEAS
pbmat_f3cd0fc43d4940cf90c8977b13cf4959,MC4,MAT-MISC-0007,1,true,Material,,,Materials,,Each,1,,,10,,false,a1W7y000007AszBEAS
pbmat_b04ac59b36ca4e0fbf3e7501afb2c44d,CAP 205uF 750VDC 80A POLYPRPLN MTLD ALT,MAT-MISC-0008,1,true,Material,,,Materials,CAP 205uF 750VDC 80A POLYPRPLN MTLD ALT,Each,1,,,143,130,false,a1W7y000007AszBEAS
pbmat_ccfd7f506c884a0ab95ddbe341cb3a49,Tesla Inverter,MAT-INV-0002,1,true,Material,Solar,,Inverter,,Each,1,,,2380,1836,false,a1W7y000007AszBEAS
pbmat_c17002a58e5f4755800bdb90e8f14cf1,ABB A145-30-11-84,MAT-AES-0001,1,true,Material,Commercial,,Commercial Parts,ABB A145-30-11-84 contactor,Each,1,,,560.31,509.37,false,a1W7y000007AszBEAS
pbmat_ea28a855529e40eeac3cb16c89b160e3,TE EV200HAANA 1-1618002-8,MAT-AES-0002,1,true,Material,Commercial,,Commercial Parts,T E DC contactors,Each,1,,,178.42,162.2,false,a1W7y000007AszBEAS
pbmat_b6a8c38ccad64d8eb11cc082b149a41c,Empast 4604N,MAT-AES-0003,1,true,Material,Commercial,,Commercial Parts,Empast 4604N fans,Each,1,,,63.69,57.9,false,a1W7y000007AszBEAS
pbmat_979b6f6e343d4bb19b7a1ed9f46ef6e5,CKE Z575PA80C,MAT-AES-0004,1,true,Material,Commercial,,Commercial Parts,Surge suppressors,Each,1,,,26.08,23.71,false,a1W7y000007AszBEAS
pbmat_e70a2799112c4f898f31c97fcec03697,SIBA 2066132.200,MAT-AES-0005,1,true,Material,Commercial,,Commercial Parts,SIBA 200 A square,Each,1,,,126.96,115.42,false,a1W7y000007AszBEAS
pbmat_1bf230e091094606b1fd10ed3345727b,SIBA 2066132.250,MAT-AES-0006,1,true,Material,Commercial,,Commercial Parts,SIBA 250 A square,Each,1,,,178.7,162.45,false,a1W7y000007AszBEAS
pbmat_a90578a5ac8345f0a276a2ee31bf37ce,SIBA 2066132.315,MAT-AES-0007,1,true,Material,Commercial,,Commercial Parts,SIBA 315 A square,Each,1,,,191.32,173.93,false,a1W7y000007AszBEAS
pbmat_5684c65cfd7a42bb8281ed9fa3ab8413,SIBA 2066132.400,MAT-AES-0008,1,true,Material,Commercial,,Commercial Parts,SIBA 400 A square,Each,1,,,209.63,190.57,false,a1W7y000007AszBEAS
pbmat_694113ed2bf24e2d98de752ebc902195,SIBA 2066132.550,MAT-AES-0009,1,true,Material,Commercial,,Commercial Parts,SIBA 550 A square,Each,1,,,191.32,173.93,false,a1W7y000007AszBEAS
pbmat_217084fbb1d742d3a06236757748fe1b,SIBA 2066132.700,MAT-AES-0010,1,true,Material,Commercial,,Commercial Parts,SIBA 700 A square,Each,1,,,219.24,199.31,false,a1W7y000007AszBEAS
pbmat_0255e6050a6447bd9049537b0f683e9d,SIBA 2067132.1000,MAT-AES-0011,1,true,Material,Commercial,,Commercial Parts,SIBA 1000 A square,Each,1,,,420.17,381.97,false,a1W7y000007AszBEAS
pbmat_b7b5dd244a2b41f780e8a7c77e5aeb37,ABB OBFZNA10,MAT-AES-0012,1,true,Material,Commercial,,Commercial Parts,ABB 250 Aux DC contacts,Each,1,,,42.41,38.55,false,a1W7y000007AszBEAS
pbmat_acbe1d00103345d4b453ceec862d53fb,ABB OA1G10,MAT-AES-0013,1,true,Material,Commercial,,Commercial Parts,ABB 50-135 Aux DC contacts,Each,1,,,29.9,27.18,false,a1W7y000007AszBEAS
pbmat_bf55f927b12a4f5f9d5f1068e82ffa70,C2SS2-10B-11,MAT-AES-0014,1,true,Material,Commercial,,Commercial Parts,ABB E-stops,Each,1,,,25.94,23.58,false,a1W7y000007AszBEAS
pbmat_17f31114f4ff4ec4a9f95a4adb62559c,ABB CL-502R,MAT-AES-0015,1,true,Material,Commercial,,Commercial Parts,ABB Control Light,Each,1,,,34.29,31.17,false,a1W7y000007AszBEAS
pbmat_d218de425b5a452da6fd8c806ffc53c4,SIBA 2800310 URS B-Switch,MAT-AES-0016,1,true,Material,Commercial,,Commercial Parts,SIBA square fuse top/indicator,Each,1,,,55.91,50.83,false,a1W7y000007AszBEAS
pbmat_fe8c4325e35a4967aebd0326e375e313,"FD27GB66V3,15T",MAT-AES-0017,1,true,Material,Commercial,,Commercial Parts,Ferazz Ground Fault fuses,Each,1,,,81.95,74.5,false,a1W7y000007AszBEAS
pbmat_be1fe061323e43b28313faddf3d6bacd,FD27GB66V4T,MAT-AES-0018,1,true,Material,Commercial,,Commercial Parts,Ferazz Ground Fault fuses,Each,1,,,81.95,74.5,false,a1W7y000007AszBEAS
pbmat_8a998a166fac465eb15703d655dba52b,2938743,MAT-AES-0019,1,true,Material,Commercial,,Commercial Parts,Phx Contact power supply 15-1,Each,1,,,379.35,344.86,false,a1W7y000007AszBEAS
pbmat_1a4f94790400429ead60362e10f1150c,2938756,MAT-AES-0020,1,true,Material,Commercial,,Commercial Parts,Phx Contact power supply 15-2,Each,1,,,192.59,175.08,false,a1W7y000007AszBEAS
pbmat_69a1fc59a2bd4b85a86ae807f985fd87,2866297,MAT-AES-0021,1,true,Material,Commercial,,Commercial Parts,Phx Contact power supply 15-8,Each,1,,,349.14,317.4,false,a1W7y000007AszBEAS
pbmat_8bb3233accdd4e2a952866a6c2d67175,2938730,MAT-AES-0022,1,true,Material,Commercial,,Commercial Parts,Phx Contact power supply 24-2,Each,1,,,178.76,162.51,false,a1W7y000007AszBEAS
pbmat_6a280dadaa464d26b43e92ef7339724d,2938837,MAT-AES-0023,1,true,Material,Commercial,,Commercial Parts,Phx Contact power supply 24-4,Each,1,,,327.51,297.74,false,a1W7y000007AszBEAS
pbmat_f20d9cb3d37d4b11a572f8043d69e3a7,2903157,MAT-AES-0024,1,true,Material,Commercial,,Commercial Parts,Phx Contact power supply 15-5,Each,1,,,166.4,151.27,false,a1W7y000007AszBEAS
pbmat_c7349fb375a04dcd907c15a3ff8e6da4,DRM-24V80W1PN,MAT-AES-0025,1,true,Material,Commercial,,Commercial Parts,Delta power supply 24-3.4,Each,1,,,139.66,126.96,false,a1W7y000007AszBEAS
pbmat_e30614d8a4ef4c6ea92c05e80406ff08,LF 306-S,MAT-AES-0026,1,true,Material,Commercial,,Commercial Parts,LEMS small,Each,1,,,120.2,109.27,false,a1W7y000007AszBEAS
pbmat_31b18443dff1434fbdd2fd5085406f1f,LF 1005-S,MAT-AES-0027,1,true,Material,Commercial,,Commercial Parts,LEMS for 250kW,Each,1,,,282.27,256.61,false,a1W7y000007AszBEAS
pbmat_0f5250672e2a4918ae963d65d76a285f,LA 305-S/SP1 14232,MAT-AES-0028,1,true,Material,Commercial,,Commercial Parts,LEMS for AE,Each,1,,,207.68,188.8,false,a1W7y000007AszBEAS
pbmat_735f6efc425849dc83fd48cb71318b80,Infineon FF450R12KT4,MAT-AES-0029,1,true,Material,Commercial,,Commercial Parts,IGBT 450 for AZ W College,Each,1,,,549.31,499.37,false,a1W7y000007AszBEAS
pbmat_5e7da08da8b242098eec6c84f3afaaa3,Infineon FZ600R12KE3,MAT-AES-0030,1,true,Material,Commercial,,Commercial Parts,IGBT 600,Each,1,,,146.16,132.87,false,a1W7y000007AszBEAS
pbmat_d4859f3ed3f64c7eb3d4e15f1fdf7fbe,Infineon FZ800R12KE3,MAT-AES-0031,1,true,Material,Commercial,,Commercial Parts,IGBT 800,Each,1,,,172.61,156.92,false,a1W7y000007AszBEAS
pbmat_2fcb1055aa624ae090203234ca62801d,Infineon FZ1600R12KE3,MAT-AES-0032,1,true,Material,Commercial,,Commercial Parts,IGBT 1600,Each,1,,,269.5,245,false,a1W7y000007AszBEAS
pbmat_cdc9fa39f800469e996489247d17a189,Electro-Meters CAT 2DT-201-1,MAT-AES-0033,1,true,Material,Commercial,,Commercial Parts,CTs,Each,1,,,57,51.82,false,a1W7y000007AszBEAS
pbmat_83c9bcfbb09c4bfe9aec9db73b052d61,SP32OU,MAT-AES-0034,1,true,Material,Commercial,,Commercial Parts,AE surge Sup SP32OU,Each,1,,,189.95,172.68,false,a1W7y000007AszBEAS
pbmat_4bc29e6778f9477caf59fd9982582849,SP42OU,MAT-AES-0035,1,true,Material,Commercial,,Commercial Parts,AE surge Sup SP42OU,Each,1,,,257.51,234.1,false,a1W7y000007AszBEAS
pbmat_19ac116a9dde465b859ee46b7502f950,SP70PV,MAT-AES-0036,1,true,Material,Commercial,,Commercial Parts,AE surge Sup SP70PV,Each,1,,,315.57,286.88,false,a1W7y000007AszBEAS
pbmat_4be56179bd4e4010b70bd84395693885,Phoenix Contact 2838762,MAT-AES-0037,1,true,Material,Commercial,,Commercial Parts,P.C. data line suppressor,Each,1,,,286.11,260.1,false,a1W7y000007AszBEAS
pbmat_39fc26537a46450fbf391dbfb65a1e54,104M06QC100,MAT-AES-0038,1,true,Material,Commercial,,Commercial Parts,Blue (AC contactor) capacitors,Each,1,,,17.51,15.92,false,a1W7y000007AszBEAS
pbmat_95c50ae0275c4848bdfa4b034603a881,Mersen R227600,MAT-AES-0039,1,true,Material,Commercial,,Commercial Parts,GF Fuse Holder,Each,1,,,199.53,181.39,false,a1W7y000007AszBEAS
pbmat_7ec7a99ada624981a37de99b04683546,Heyco S6405 Sunrunner Clip,MAT-AES-0040,1,true,Material,Commercial,,Commercial Parts,Panel wire clips,Each,1,,,0.01,0.01,false,a1W7y000007AszBEAS
pbmat_fa5f9f25f9424db0bfb7c6572a7b8ebe,CA-H619006-15,MAT-AES-0041,1,true,Material,Commercial,,Commercial Parts,MC4 type connector male,Each,1,,,0.01,0.01,false,a1W7y000007AszBEAS
pbmat_cfc30343aa0e4df9a766632c0197a2ca,CA-H629006-15,MAT-AES-0042,1,true,Material,Commercial,,Commercial Parts,MC4 type connector female,Each,1,,,0.01,0.01,false,a1W7y000007AszBEAS
pbmat_c36f1ef675d24432b3e8d73cc709574a,Fronius Gen 24 3.8kW inverter,MAT-INV-0003,1,true,Material,Solar,,Inverter,,Each,1,,,1590,1131.4,false,a1W7y000007AszBEAS
pbmat_4aaf89ae96d14fbfabd5a91451d94ff8,SMA- Sunny Boy Smart Energy 3.8kW inverter,MAT-INV-0004,1,true,Material,Solar,,Inverter,,Each,1,,,2200,,false,a1W7y000007AszBEAS
pbmat_4bd49b29282e469390a9508e6df9560c,Fronius Gen24 6.0kW inverter,MAT-INV-0005,1,true,Material,Solar,,Inverter,,Each,1,,,2195,1676,false,a1W7y000007AszBEAS
pbmat_1bd851cc939542ca9a4602e66e539996,Fronius Primo - 11.4 Inverter,MAT-INV-0006,1,true,Material,Solar,,Inverter,,Each,1,,,3679.61,2695.86,false,a1W7y000007AszBEAS
pbmat_b37344f62ac34aeb96a8411314dd439d,SMA Speedwire Datalogging/Monitoring Card,MAT-MON-0002,1,true,Material,Solar,,Monitoring,"SMA Monitoring card for -12 or -US inverters to replace Sunny Webbox.
Part # SWPB-US-10",Each,1,,,206.36,165.09,false,a1W7y000007AszBEAS
pbmat_cfbbbdd51285440dae6cf2a3d9ff1c02,5 port internet switch,MAT-MON-0003,1,true,Material,Solar,,Monitoring,"TP-Link TL-SG105, 5 Port Gigabit Unmanaged Ethernet Switch, Network Hub, Ethernet Splitter, Plug & Play, Fanless Metal Design, Shielded Ports, Traffic Optimization
Part # TP-Link TL-SG105",Each,1,,,18.4,14.16,false,a1W7y000007AszBEAS
pbmat_6d329a4acae3400e8d22d29ec2493897,12X12 Junction box,MAT-MISC-0009,1,true,Material,,,Materials,"CANTEX Enclosure: PVC, 12 in x 12 in x 6 in, NEMA 1/3/3S/4/4X/5/6/6P, Screw On, Solid Cover",Each,1,,,85,70,false,a1W7y000007AszBEAS
pbmat_d6f8a73e855e4659a9ab11343a382281,Single Gang Bell box,MAT-MISC-0010,1,true,Material,,,Materials,Bell Single Gang Weatherproof Box,Each,1,,,7.78,5.98,false,a1W7y000007AszBEAS
pbmat_ec8a3d6be8854aacbeb63eb82d746cea,15.0 -Amp 125-volt Residential Decorator Outlet Receptacles,MAT-MISC-0011,1,true,Material,,,Materials,15A receptacle,Each,1,,,4.02,2.68,false,a1W7y000007AszBEAS
pbmat_a407c644c8c942529eb2d04f15b6cbdf,Eaton Type BR 15-amp 1 -Pole Standard trip Circuit Breaker,MAT-MISC-0012,1,true,Material,,,Materials,Eaton Type BR 15-amp 1 -Pole Standard trip Circuit Breaker,Each,1,,,10.63,8.18,false,a1W7y000007AszBEAS
pbmat_b7482905a33141a093d71e9e2affbb9f,#12 THHN wire,MAT-WIRE-0001,1,true,Material,,,Wire,"THHN TYPE; 500 FOOT; 119 MIL OUTER DIAMETER; COPPER CONDUCTOR MATERIAL; UL 83/758/1063/1581, UL (CANADA AND US), CSA
C22.2 APPROVAL; 600 VOLT VOLTAGE RATING; 20 AMP CURRENT RATING; 90 DEG C (DRY) TEMPERATURE RATING; 23 POUND PER 1000
FOOT WEIGHT",Foot,1,,,0.28,0.21,false,a1W7y000007AszBEAS
pbmat_ccaabef628e84a8b8d4e851c774546da,CAT 5e,MAT-WIRE-0002,1,true,Material,,,Wire,Southwire 500-ft 24 CAT 5e 4 Riser Data Cable Box,Foot,1,,,0.21,0.16,false,a1W7y000007AszBEAS
pbmat_260c45fe8a5b42ed94a8e938938f4483,1A Fuse,MAT-MISC-0013,1,true,Material,,,Materials,,Each,1,,,10,3,false,a1W7y000007AszBEAS
pbmat_05c4038c267c47e49ec638dbf13e0787,10 AWG STRANDED,MAT-WIRE-0003,1,true,Material,,,Wire,"THHN TYPE; (2) 500 FOOT; 161 MIL OUTER DIAMETER; COPPER CONDUCTOR MATERIAL; UL 83/758/1063/1581, UL (CANADA AND US),
CSA C22.2 APPROVAL; 600 VOLT VOLTAGE RATING; 30 AMP CURRENT RATING; 90 DEG C (DRY) TEMPERATURE RATING; 38 POUND PER
1000 FOOT WEIGHT
Part # WIRE THHN10STRBLK",Foot,1,,,0.45,0.35,false,a1W7y000007AszBEAS
pbmat_a06c8f2b61ba40b7ab6120a2bce18609,Fronius 3.8 Primo inverter,MAT-INV-0007,1,true,Material,Solar,,Inverter,,Each,1,,,1850,1326.41,false,a1W7y000007AszBEAS
pbmat_0fd341813adc4f5090cc4f7b8d9714f7,SMA SB SMART ENERGY 5.8KW INV,MAT-INV-0008,1,true,Material,Solar,,Inverter,,Each,1,,,2795,2017.05,false,a1W7y000007AszBEAS
pbmat_f91585ad3e83446a8e719b95dfe702bf,8 AWG STRANDED,MAT-WIRE-0004,1,true,Material,,,Wire,"THHN TYPE; 500 FOOT; 213 MIL OUTER DIAMETER; COPPER CONDUCTOR MATERIAL; UL 83/758/1063/1581, UL (CANADA AND US), CSA
C22.2 APPROVAL; 600 VOLT VOLTAGE RATING; 40 AMP (60 DEG C), 50 AMP (75 DEG C), 55 AMP (90 DEG C) CURRENT RATING
Part # WIRE THHN8STRBLK",Foot,1,,,0.84,0.64,false,a1W7y000007AszBEAS
