industry,industry_uuid,category,subcategory_1,subcategory_2,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_8216a82749d6423792413bfb1d6b099e,Warranty Repair,"Warranty repair service restores covered items to proper working condition, ensuring your home remains comfortable and functional while protecting your investment and providing peace of mind.",$150.00,$0.00,false,"","",true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_e3ae1085da3144928b600e785365639d,Non Warranty Repair,"Professional repair service to address issues not covered by warranty, restoring proper function and ensuring reliability. This work helps prevent further damage and prolongs the lifespan of your system or equipment, providing peace of mind and continued comfort.",$150.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_83a230550d964a5dbde47afc172f9e7a,Discounted Labor - O&M customer,"",$310.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_ff0d6197d0d640e5add175dd20d6fee3,SMA -RMA ADDITIONAL,"",$0.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_a174ef930f7f4595884c0baa15a1a57b,SMA - RMA TIGOS - FLIPPED 25 REPLACED 14,"",$150.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_6eea0947f0ec428baa7a47393ca53f8c,Quoted - Removal-Reinstall,"",$6300.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_00f30d484e7c44f1bc08c425ffd7dd02,Quoted - Roof repair,"",$1940.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_d62bc381013a47eaac6963a4412c5fad,Spruce - System Inspection  - 100-AZ,"",$391.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_7cafe0d146ac48bfac373a5eada632ac,DISPATCH MAN HOURS,"",$0.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_56d69d107a3e496fa3797970130bc4e7,TRAVEL ADDER -AES,"",$75.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_e7c7ea779d634efb88d868328eaab885,SERVICE CHARGE,"",$25.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_344b0ad2fd88401080785d5f7a25c291,Removal/Reinstall,Remove existing (43) solar modules and associated racking components as well as all standoffs/flashings for all (43) modules being removed. Store solar modules and related racking material  onsite.   Upon completion of roof repairs Harmon will return and reinstall solar modules using stored racking material and components along with NEW standoffs/flashings. -by accepting the proposal you agree to our terms and conditions sent via clickable link,$7955.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_f7651725a60f448184c2a60c69ad14c5,ChargePoint Dispatch,"",$100.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_7499d9a5dac54c7f980a6f110a867faf,CT4 INTERPOSER CAP REPLACEMENT,"",$85.50,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_6c80a00f7fbf4eab9c2e50d0a6887e66,CT4 POWER PLATE REPLACEMENT,"",$110.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_6167d85ba108448d91c0588b2cdc23e0,Additional Labor,"",$100.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_f7efc66da4674f63b020eab44a54c36e,Solar - system inspection,"",$350.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_786be0e225504ea6ac37425f822a8c12,Labor - Install Disconnect - 1 tech,"",$550.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_bc6eb8e47d6d444f80f3951bd1516cdb,Premium Bird Proofing Package ,"Premium Bird-Proofing Package
**Professional solar panel cleaning: We include a full solar cleaning to maximize system efficiency and improve energy output.

**Premium bird guards: Custom-fitted galvanized steel mesh with PVC coating prevents rust, corrosion, and any bird or rodent re-entry.

**Durable mounting system: Guards are fastened using stainless steel J-hooks with locking washers and stainless steel, all-weather zip ties for long-lasting protection",$1200.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_c7cf60ea13164de7875f02ebf9bc57d9,EV - O&M Inpsection,"",$250.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Installation,Solar,olit_0dbb9b079e2646be88deb092f21accad,Monitor Plan,"Our Monitor Plan provides continuous tracking of your solar energy system?s performance. Stay informed with real-time alerts and detailed reports, ensuring efficiency and maximizing savings. Enjoy peace of mind knowing your system is always optimized.

Proactive Monitoring
Remote Troubleshooting (no extra charge)
Priority Scheduling
Discounted Full System Inspection
10% off repairs
5% off add-on equipment",$8.99,$5.00,false,Each,"",true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_53266f5ab50947209441b76ce9902a3a,QUOTED O&M,"",$2240.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Other,olit_e2dd4c7712ce4399b1b2b04e7ba1d338,APS Quoted Cost,"",$5815.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Installation,Solar,olit_6758c578024044bb9f47d50e0e0e3100,Maintain Plan,"Our Maintain Plan ensures your solar and energy systems operate at peak performance year-round. System checks help prevent issues, maximize efficiency, and extend equipment life?protecting your investment and saving you money

Includes
Annual Tune-Up at month 11
Hardware and visual inspection
Preventive maintenance to keep your system performing at its best
Proactive Monitoring
Remote Troubleshooting (no extra charge)
Priority Scheduling
Discounted Full System Inspection
10% off repairs
5% off add-on equipment",$19.99,$0.00,false,"","",true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Installation,Solar,olit_c037acf160c9405abd405771cdb55eaa,Clean Plan,"Keep your solar panels performing at their best with our Protect Plan ? Clean service. Regular professional cleaning removes dirt and debris, ensuring maximum energy output, extending panel life, and protecting your investment in clean, efficient energy.

Professional panel wash included during your annual month 11 visit. (Up to 40 panels included)
Annual Tune-Up at month 11
Hardware and visual inspection
Preventive maintenance to keep your system performing at its best
Proactive Monitoring
Remote Troubleshooting (no extra charge)
Priority Scheduling
Discounted Full System Inspection
10% off repairs
5% off add-on equipment",$39.99,$0.00,false,"","",true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Installation,Solar,olit_3eec03536e6e4504884c259b4a2854d6,Protect Plan,"Our Protect Plan provides priority service and expert repairs for your solar and energy systems. Enjoy peace of mind with fast response times, system health checks, and preventative maintenance?maximizing efficiency, reliability, and long-term savings.

Includes
$0 labor on covered repair visits
$0 parts on covered system failures under normal operating conditions
Proactive Monitoring
Remote Troubleshooting
Priority Scheduling
$50 off inspections (for non-covered issues)
10% off non-covered repairs
5% off add-on equipment
Annual Tune-Up at month 11*",$39.99,$0.00,false,"","",false
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Installation,Solar,olit_47e78a1a4b834f8e86c786d1d329830c,Permit and Design,Permit and Design,$750.00,$590.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_231d6e6c3c2a4f1eaaadfc6c86a55e6d,Omnidian Standard Truck Roll,"",$300.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_626d0d0390d34a0981e01e11c3749cf6,Labor - Inverter installation,"",$455.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_563ce6543fa946ebbaa08b48fd186e57,Inverter Disposal,"",$30.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_a27f6763019b4a56a3f784fe51987999,Spruce - 101-AZ,"",$391.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_e8498d813bc24b9ba05dc87ae59a85e1,Tesla -RMA,"",$0.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_8ff03e55031c4c3391c25fa78a989f6f,Additional Labor - EV,"",$90.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_8574908d042b434ea33b36e56d011471,Disposal - Solar Panel,"",$15.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_dc2e7ba268874e0fa9e2f35ef9bd1ce8,QUOTED BATTERY REMOVAL,"",$5815.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_ecf8e154f53d48988ead1c3fc1e5885a,SMA RMA,"",$150.00,$0.00,false,,,true
Electrical,ind_600204be061340dabf33d97e8db5c0b9,Electric Vehicle ,"","",olit_a90dfbeaf3e542b3b6e8cbbe7157c728,Disposal - EV charger,"",$100.00,$0.00,false,,,true
Electrical,ind_600204be061340dabf33d97e8db5c0b9,Electric Vehicle ,"","",olit_4fa2669148f9448daa68f35671de1e21,Rip and Replace -EV Charger Per Port,"Removal of the existing EV charger at each port and installation of a new, upgraded unit. This service ensures safe, reliable charging for your electric vehicle with the latest technology, improving performance and meeting current safety standards.",$750.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_e7d8a313b98244428d413214412fd751,Fronius - RMA,"",$150.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_86477c4321b5472d8739cf1a25022e1e,Sunrun - Inverter (unlike),"",$550.00,$0.00,false,,,true
Electrical,ind_600204be061340dabf33d97e8db5c0b9,Electric Vehicle ,"","",olit_631433c416b6482fa7ff8feafe4fe061,APS - EV SERVICE CALL,"",$0.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_4ea85d034f4d44f49b7cfeed9d751d87,CT4 Latch replacement,"",$125.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_adb08c7bf3334cb183b1d51227adb9f4,CT4 Head Replacement,"",$110.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,EV,olit_575146d8f16c473d849b232785d6facd,106-AZ,"",$391.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_4ec0472fa3bb41309f8da580e49c16ca,Spruce - CATM1 meter,"",$448.09,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_3c7025b83d0040479abcf479cd35f593,Meter can /Wire,"",$155.00,$0.00,false,,,true
Solar & Energy,ind_e26bc85903974fa3b93a39be626aeebb,Solar & Energy,Repair,Solar,olit_f04648773f474f5c8ffaa9c9dd70d719,Removal/Reinstall,"Remove existing (58) solar modules and associated racking components as well as all standoffs/flashings for all (58) modules being removed. Store solar modules and related racking material  onsite.   Upon completion of roof repairs Harmon will return and reinstall solar modules using stored racking material and components along with NEW standoffs/flashings.

Included Components in Both Options:
- Labor to remove and reinstall solar system using existing components/hardware
- Solar modules grounding as needed for proper reinstallation

Excluded Items
- Additional racking/attachment hardware 
- lift rental if 2 story with no 1st story access. 
- Any structural modifications needed
-Additional bird debris clean up
- Any additional issues or damage to the system not caused by Harmon found after removal occurs.
- Any modifications made to the system after original installation i.e. bird blocking 
	
Payment terms:  50% Deposit due upon scheduling.  Balance is due at completion.  For your convenience we can take VISA/MC/AMEX for deposit, keep the card on file in a secure location and charge the balance upon completion.  Credit Card info will be shredded upon completion.

",$0.00,$0.00,false,,,true
